time (UTC),air_pressure_at_mean_sea_level (Pa),air_temperature (K),sea_surface_wave_period_at_variance_spectral_density_maximum (s),surface_downwelling_shortwave_flux_in_air (W m-2),relative_humidity (1),sea_surface_wave_significant_height (m),sea_surface_wave_from_direction (degree),wind_from_direction (degree),wind_speed (m s-1),sea_water_temperature_1 (K),sea_water_temperature_2 (K),sea_water_temperature_3 (K),sea_water_temperature_4 (K),sea_water_temperature_5 (K),sea_water_temperature_6 (K),sea_water_temperature_7 (K),sea_water_temperature_8 (K),sea_water_temperature_9 (K),sea_water_temperature_10 (K),sea_water_temperature_11 (K),sea_water_temperature_12 (K),mass_concentration_of_oxygen_in_sea_water (kg m-3),fractional_saturation_of_oxygen_in_sea_water (1),sea_water_specific_conductivity (Unknown),sea_water_temperature_13 (K),sea_water_temperature_14 (K),platform
2025-07-14T20:30:00Z,101705.6589,298.65,3.08,574.3,92.4,0.115,272.4,264.5,2.2,298.015,297.904,297.809,297.262,296.375,295.313,293.794,291.169,285.2,282.432,280.922,279.916,0.01055,85.86,0.0279,279.653,279.621,1
2025-07-14T20:40:00Z,101695.4577,298.65,3.08,554.2,94.2,0.115,272.4,257.3,1.5,298.096,297.918,297.904,297.347,296.451,295.341,294.044,291.281,285.03,282.327,280.832,279.821,0.01049,85.24,0.0279,279.637,279.577,1
2025-07-14T20:50:00Z,101695.4577,298.65,4.11,532.3,91.7,0.117,267.8,259.7,2.1,298.054,297.931,297.935,297.323,296.538,295.397,294.076,291.3,285.029,282.328,280.859,279.843,0.01037,84.34,0.0279,279.652,279.601,1
2025-07-14T21:00:00Z,101705.6589,298.65,4.11,513.8,93.9,0.117,267.8,218.2,2.7,298.053,297.939,297.947,297.291,296.492,295.32,293.922,291.285,285.022,282.336,280.869,279.883,0.01037,84.38,0.02791,279.681,279.633,1
2025-07-14T21:10:00Z,101726.0612,298.65,2.74,482.2,93.8,0.13,88.9,217.1,2.7,298.055,297.962,297.8,297.269,296.423,295.41,294.041,291.342,284.846,282.266,280.854,279.89,0.01033,84.06,0.02791,279.665,279.619,1
2025-07-14T21:20:00Z,101715.8601,298.65,2.74,457.1,95.5,0.13,88.9,208.4,4.1,298.09,297.97,297.865,297.319,296.533,295.482,294.179,291.433,284.85,282.273,280.844,279.866,0.01031,83.81,0.02791,279.656,279.589,1
2025-07-14T21:30:00Z,101705.6589,298.65,2.53,434,94.7,0.106,182.4,210.7,3.2,298.084,297.977,297.766,297.339,296.508,295.458,294.059,291.348,284.451,282.238,280.785,279.881,0.01031,83.82,0.02791,279.674,279.591,1
2025-07-14T21:40:00Z,101705.6589,298.65,2.53,405,93.5,0.106,182.4,213.1,4,298.404,297.999,297.86,297.467,296.889,295.708,294.331,291.407,284.677,282.384,280.99,279.931,0.01037,84.41,0.02791,279.744,279.641,1
2025-07-14T21:50:00Z,101705.6589,298.65,2.87,371,93.2,0.091,218,218.9,3.4,298.171,297.986,297.782,297.435,296.843,295.663,294.276,291.421,284.728,282.48,281.087,279.963,0.01052,85.8,0.0279,279.757,279.716,1
2025-07-14T22:00:00Z,101715.1832,298.75,2.87,333.5,92.5,0.091,218,214.1,4.3,298.182,297.997,297.798,297.464,296.973,295.752,294.489,291.754,285.924,282.832,281.405,280.035,0.01072,87.51,0.0279,279.821,279.769,1
2025-07-14T22:10:00Z,101694.781,298.75,2.86,288.1,92.1,0.104,217.8,215.8,4.1,298.25,297.998,297.812,297.489,297.015,295.856,294.456,291.521,285.141,282.62,281.272,280.023,0.01065,86.88,0.02789,279.775,279.734,1
2025-07-14T22:20:00Z,101694.781,298.75,2.86,291.1,92.5,0.104,217.8,213.4,5,298.29,297.979,297.809,297.524,297.036,295.806,294.256,291.371,285.104,282.624,281.243,280.021,0.01067,87.07,0.02789,279.794,279.748,1
2025-07-14T22:30:00Z,101694.781,298.75,1.49,212.6,92.5,0.147,200.7,230.3,4.6,298.459,297.99,297.84,297.539,297.074,296.04,294.479,291.538,285.996,283.066,281.613,280.184,0.01064,87.15,0.0279,279.871,279.895,1
2025-07-14T22:40:00Z,101694.781,298.75,1.49,219.9,92,0.147,200.7,227.3,4.1,298.591,297.996,297.876,297.546,297.119,296.002,294.383,291.094,286.08,283.228,281.709,280.208,0.0106,86.83,0.02789,279.922,279.895,1
2025-07-14T22:50:00Z,101684.5799,298.75,1.72,99.3,93.3,0.197,203.6,225.3,4.2,298.642,297.97,297.875,297.546,297.149,296.064,294.548,290.009,285.544,283.033,281.544,280.149,0.01063,87,0.02789,279.853,279.853,1
2025-07-14T23:00:00Z,101704.9821,298.75,1.72,163.6,91.7,0.197,203.6,231.6,4.1,298.512,297.963,297.886,297.516,297.133,296.025,294.543,291.148,285.758,283.285,281.652,280.17,0.01061,86.96,0.02789,279.871,279.904,1
2025-07-14T23:10:00Z,101704.9821,298.75,1.76,100.4,92.1,0.183,205.8,231.7,3.8,298.682,297.977,297.879,297.5,297.141,295.96,294.548,290.782,285.992,283.327,281.566,280.071,0.01064,86.99,0.0279,279.813,279.804,1
2025-07-14T23:20:00Z,101725.3843,298.75,1.78,119.8,92.7,0.186,211.8,245.7,4,298.795,298.01,297.876,297.465,297.121,295.957,294.587,290.552,286.387,283.441,281.637,280.096,0.01066,87,0.02789,279.877,279.744,1
2025-07-14T23:30:00Z,101736.2624,298.65,1.78,75.1,93.4,0.186,211.8,247.3,3.3,298.779,297.992,297.848,297.472,297.147,295.986,294.555,290.767,286.522,283.444,281.609,280.106,0.01061,86.58,0.02789,279.832,279.739,1
2025-07-14T23:40:00Z,101736.2624,298.65,1.68,87.6,95.1,0.189,220.4,248.1,4.4,298.856,298.026,297.86,297.489,297.126,296.024,294.666,290.699,286.755,283.758,281.807,280.179,0.0106,86.95,0.02788,279.994,279.939,1
2025-07-14T23:50:00Z,101726.0612,298.65,1.68,70.5,94.8,0.189,220.4,242.8,5,298.868,298.069,297.799,297.539,297.139,296.008,294.576,290.043,285.672,283.332,281.803,280.336,0.01067,87.34,0.02787,279.986,279.864,1
2025-07-15T00:00:00Z,101736.9398,298.55,1.81,45.8,95.7,0.185,226,244.1,4.3,298.929,298.077,297.78,297.581,297.321,296.258,294.662,289.936,285.521,283.276,281.681,280.311,0.01064,87.3,0.02787,280.01,279.959,1
2025-07-15T00:10:00Z,101736.9398,298.55,1.81,35.3,96.7,0.185,226,250.8,3.7,298.94,298.02,297.788,297.593,297.315,296.253,294.601,290.19,285.893,283.465,281.852,280.417,0.01058,87.04,0.02789,280.092,280.062,1
2025-07-15T00:20:00Z,101736.9398,298.55,1.9,25.8,96.3,0.189,219.9,236.9,4,298.94,298.024,297.805,297.579,297.327,296.236,294.464,289.49,285.3,283.193,281.641,280.326,0.01062,87.31,0.02789,280.093,280.053,1
2025-07-15T00:30:00Z,101726.7386,298.55,1.9,17.2,96.5,0.189,219.9,245.1,4.3,298.946,298.002,297.819,297.613,297.326,296.351,294.567,290.33,285.504,283.194,281.679,280.368,0.01063,87.29,0.02789,280.054,279.979,1
2025-07-15T00:40:00Z,101736.9398,298.55,1.79,10,95.6,0.189,229.1,250.2,4.2,298.971,297.978,297.83,297.63,297.29,296.11,294.339,289.905,285.463,283.128,281.709,280.276,0.01068,87.9,0.02788,280.087,280.086,1
2025-07-15T00:50:00Z,101747.819,298.45,1.79,4.3,96.7,0.189,229.1,246,4.1,298.929,297.95,297.85,297.656,297.306,296.167,294.393,290.112,285.324,283.055,281.732,280.477,0.0108,89.02,0.02788,280.179,280.136,1
2025-07-15T01:00:00Z,101737.6177,298.45,1.71,0.9,97.6,0.197,231.2,251.5,3.9,298.939,297.942,297.869,297.663,297.27,295.978,294.328,290.046,285.167,282.971,281.676,280.443,0.01101,90.69,0.02787,280.192,280.103,1
2025-07-15T01:10:00Z,101748.4975,298.35,1.71,0,97.6,0.197,231.2,264.9,4.1,298.9,297.94,297.884,297.637,297.298,295.978,294.405,290.072,285.045,283.054,281.756,280.384,0.01128,92.9,0.02784,280.219,280.117,1
2025-07-15T01:20:00Z,101748.4975,298.35,2.63,0,97.1,0.204,228.2,248.5,3.9,298.89,297.945,297.902,297.634,297.236,295.815,294.077,289.453,284.911,283.179,281.902,280.373,0.0114,93.97,0.02784,280.184,280.133,1
2025-07-15T01:30:00Z,101758.6988,298.35,2.63,0,97.3,0.204,228.2,243.9,3.6,298.873,297.966,297.903,297.651,297.253,295.825,293.944,289.267,284.559,283.134,281.77,280.357,0.01149,94.74,0.02783,280.151,280.161,1
2025-07-15T01:40:00Z,101758.6988,298.35,3.05,0,97.3,0.215,232.3,252.6,4.1,298.823,297.932,297.907,297.677,297.303,296.022,294.283,289.469,284.545,283.068,281.665,280.38,0.01153,94.96,0.02783,280.145,280.1,1
2025-07-15T01:50:00Z,101779.1016,298.35,3.05,0,97.3,0.215,232.3,251.8,3.6,298.799,297.94,297.898,297.661,297.277,295.913,294.056,289.152,284.549,283.145,281.731,280.468,0.01159,95.57,0.02782,280.243,280.159,1
2025-07-15T02:00:00Z,101789.3029,298.35,3.19,0,97.7,0.231,237.4,247.1,3.9,298.777,298.069,297.92,297.707,297.367,295.977,294.225,289.241,284.463,283.185,281.518,280.44,0.01163,95.84,0.02782,280.241,280.126,1
2025-07-15T02:10:00Z,101789.9821,298.25,3.19,0,97.8,0.231,237.4,238,3.9,298.743,297.944,297.932,297.735,297.352,295.947,294.051,289.315,284.206,283.065,281.644,280.425,0.01174,96.8,0.0278,280.258,280.147,1
2025-07-15T02:20:00Z,101789.9821,298.25,3.1,0,97.9,0.224,237.3,241.2,3.4,298.619,297.917,297.916,297.656,297.241,295.862,294.035,289.657,284.254,282.88,281.253,280.329,0.01165,95.81,0.02783,280.133,280.038,1
2025-07-15T02:30:00Z,101810.385,298.25,3.1,0,98.3,0.224,237.3,237.5,3.8,298.746,297.944,297.936,297.718,297.339,295.889,293.796,289.148,283.934,282.662,281.027,280.224,0.01163,95.36,0.02782,280.006,279.943,1
2025-07-15T02:40:00Z,101821.2662,298.15,3.17,0,99.6,0.218,237,233.1,4.6,298.703,297.942,297.937,297.712,297.26,295.663,293.589,289.304,284.425,283.036,281.471,280.332,0.0117,96.07,0.02782,280.114,279.983,1
2025-07-15T02:50:00Z,101821.2662,298.15,3.17,0,98.2,0.218,237,245.3,4.1,298.604,297.93,297.926,297.669,297.272,295.752,293.612,289.119,284.456,283.007,281.364,280.31,0.01169,96.09,0.02782,280.11,280.017,1
2025-07-15T03:00:00Z,101841.6693,298.15,3.14,0,97.3,0.232,241.9,239.8,3.9,298.647,297.967,297.942,297.697,297.267,295.634,293.35,288.759,284.162,282.63,280.956,280.197,0.01162,95.14,0.02784,279.967,279.878,1
2025-07-15T03:10:00Z,101841.6693,298.15,3.14,0,97.1,0.232,241.9,248.2,3.7,298.546,297.948,297.939,297.686,297.221,295.524,293.215,288.908,284.573,282.959,281.276,280.249,0.01165,95.56,0.02783,280.041,279.93,1
2025-07-15T03:20:00Z,101841.6693,298.15,2.82,0,96.3,0.227,245.8,242.9,3,298.453,297.935,297.918,297.653,297.183,295.598,293.203,289,284.139,282.336,280.835,279.972,0.01153,93.99,0.02787,279.717,279.692,1
2025-07-15T03:30:00Z,101831.4677,298.15,2.82,0,96.9,0.227,245.8,247.2,3.4,298.552,298,297.95,297.753,297.311,295.727,293.235,288.871,283.965,282.343,280.869,280.024,0.01155,94.18,0.02786,279.786,279.705,1
2025-07-15T03:40:00Z,101851.8708,298.15,2.98,0,96.5,0.227,244.5,237.8,3.7,298.447,297.94,297.925,297.682,297.119,295.553,293.161,289.088,285.269,283.44,281.946,280.359,0.01167,95.8,0.02783,280.133,279.987,1
2025-07-15T03:50:00Z,101851.8708,298.15,2.98,0,98,0.227,244.5,248.8,3.3,298.49,297.996,297.947,297.754,297.388,295.906,293.44,289.182,284.219,282.454,280.882,279.993,0.0115,93.66,0.02787,279.76,279.668,1
2025-07-15T04:00:00Z,101841.6693,298.15,3.35,0,97.9,0.218,244.2,241.2,3.5,298.483,297.982,297.948,297.713,297.166,295.743,293.211,289.132,284.581,282.619,280.956,280.029,0.01158,94.41,0.02786,279.758,279.695,1
2025-07-15T04:10:00Z,101872.2738,298.15,3.35,0,97.8,0.218,244.2,225.7,3,298.435,297.959,297.937,297.708,297.253,295.891,293.345,289.322,284.505,282.59,280.936,280,0.01161,94.56,0.02785,279.728,279.681,1
2025-07-15T04:20:00Z,101862.0723,298.15,3.34,0,98.1,0.211,238.5,232.7,4,298.366,297.951,297.934,297.7,297.3,295.943,293.334,289.336,284.942,282.68,281.026,280.014,0.01159,94.5,0.02785,279.742,279.693,1
2025-07-15T04:30:00Z,101872.2738,298.15,3.34,0,98.2,0.211,238.5,231.3,4.2,298.406,297.975,297.962,297.779,297.415,296.083,293.45,289.315,284.996,282.403,280.752,279.897,0.01157,94.07,0.02785,279.684,279.6,1
2025-07-15T04:40:00Z,101851.8708,298.15,3.35,0,98,0.23,236.4,219.2,4.9,298.403,297.966,297.948,297.75,297.404,296.118,293.355,289.388,285.019,282.356,280.719,279.915,0.01152,93.74,0.02786,279.687,279.615,1
2025-07-15T04:50:00Z,101882.4753,298.15,3.35,0,97.4,0.23,236.4,234.3,3.9,298.364,297.985,297.955,297.74,297.127,295.747,292.97,290.515,285.885,282.732,281.001,279.958,0.01146,93.28,0.02786,279.767,279.623,1
2025-07-15T05:00:00Z,101892.6768,298.15,3.28,0,97.1,0.222,239.6,248.5,4.4,298.363,297.964,297.951,297.747,297.273,296.027,293.258,290.102,285.808,282.899,281.262,280.1,0.01156,94.42,0.02786,279.862,279.789,1
2025-07-15T05:10:00Z,101882.4753,298.15,3.28,0,96.5,0.222,239.6,238.5,4.5,298.34,298.269,297.974,297.77,297.193,295.902,292.935,290.176,285.907,282.67,281.027,280.008,0.01146,93.44,0.02786,279.776,279.702,1
2025-07-15T05:20:00Z,101892.6768,298.15,3.28,0,97.1,0.228,250.6,234,4.4,298.276,297.937,297.916,297.707,296.995,295.771,292.881,291.088,286.398,283.802,281.678,280.27,0.01149,94.13,0.02786,279.962,279.9,1
2025-07-15T05:30:00Z,101892.6768,298.15,3.28,0,97.3,0.228,250.6,235.6,4.5,298.305,298.008,297.939,297.726,297.087,296.014,292.904,291.046,286.399,283.59,281.684,280.276,0.01151,94.4,0.02787,280.012,279.954,1
2025-07-15T05:40:00Z,101892.6768,298.15,2.46,0,96.3,0.233,247.3,226.9,4.1,298.277,298.11,297.923,297.718,296.942,296.045,292.735,291.201,286.745,283.938,281.711,280.264,0.01151,94.34,0.02788,279.904,279.932,1
2025-07-15T05:50:00Z,101904.2404,297.95,2.46,0,97.7,0.233,247.3,204.2,4.5,298.258,298.139,297.926,297.71,296.898,296.077,292.928,291.086,286.866,283.579,281.524,280.186,0.01153,94.47,0.02786,279.89,279.908,1
2025-07-15T06:00:00Z,101885.8833,297.65,2.61,0,99.1,0.23,241.1,224.7,4.7,298.225,298.127,297.922,297.715,296.903,296.109,292.857,290.65,286.448,283.159,281.264,280.121,0.01153,94.41,0.02786,279.862,279.874,1
2025-07-15T06:10:00Z,101885.8833,297.65,2.61,0,99.2,0.23,241.1,216.1,4.5,298.197,297.997,297.909,297.713,296.989,296.182,293.284,291.009,287.138,283.747,281.504,280.165,0.01156,94.57,0.02786,279.939,279.841,1
2025-07-15T06:20:00Z,101896.7682,297.55,2.45,0,98.7,0.234,240.7,229.9,4.2,298.171,297.953,297.911,297.734,297.143,296.275,294.146,291.141,286.321,282.885,281.124,279.995,0.01146,93.57,0.02787,279.788,279.775,1
2025-07-15T06:30:00Z,101896.0852,297.65,2.45,0,99.2,0.234,240.7,221.9,4.4,298.16,298.091,297.908,297.721,297,296.197,293.148,290.673,286.271,283.344,281.51,280.198,0.0118,96.8,0.02781,280.025,279.961,1
2025-07-15T06:40:00Z,101896.7682,297.55,2.01,0,99.9,0.245,243.5,235.2,4.3,298.147,298.113,297.932,297.738,297.169,296.26,293.632,291.169,286.851,284.066,281.903,280.301,0.01182,97.09,0.0278,280.06,280.004,1
2025-07-15T06:50:00Z,101917.8557,297.45,2.01,0,98.8,0.245,243.5,229.5,4.2,298.121,298.103,297.918,297.735,297.169,296.229,294.082,291.302,286.825,284.068,282.032,280.338,0.01188,97.64,0.02778,280.089,280.029,1
2025-07-15T07:00:00Z,101928.7419,297.35,2.45,0,99,0.258,244.1,219.4,4.6,298.119,298.102,297.939,297.744,297.266,296.297,294.29,291.524,287.291,283.855,281.629,280.216,0.01183,96.92,0.02781,279.972,279.903,1
2025-07-15T07:10:00Z,101919.2244,297.25,2.45,0,98.4,0.258,244.1,220.5,4.9,298.134,298.117,298.083,297.766,297.296,296.32,294.27,291.45,286.649,283.549,281.489,280.199,0.01181,96.69,0.0278,279.924,279.888,1
2025-07-15T07:20:00Z,101919.2244,297.25,2.25,0,98.1,0.261,244.1,226.9,4.6,298.114,298.091,297.941,297.728,297.143,296.191,293.719,291.484,287.306,283.5,281.491,280.188,0.01179,96.58,0.0278,279.844,279.896,1
2025-07-15T07:30:00Z,101919.2244,297.25,2.25,0,98.4,0.261,244.1,211.6,4.4,298.12,298.109,298.011,297.739,297.187,296.327,293.684,291.417,286.919,283.217,281.38,280.114,0.01183,96.75,0.02781,279.827,279.831,1
2025-07-15T07:40:00Z,101909.0223,297.25,2.22,0,98,0.266,251.5,207,4.3,298.118,298.1,297.912,297.626,297.154,295.985,292.733,291.255,286.785,283.144,281.272,280.136,0.01185,96.91,0.02782,279.852,279.827,1
2025-07-15T07:50:00Z,101898.8202,297.25,2.22,0,97.3,0.266,251.5,213.8,5.2,298.115,298.075,297.908,297.626,297.195,296.184,293.766,291.713,287.968,283.653,281.431,280.121,0.01178,96.38,0.02782,279.857,279.845,1
2025-07-15T08:00:00Z,101898.8202,297.25,2.51,0,97.2,0.271,260.1,229.4,4.1,298.102,298.069,297.901,297.579,297.207,295.98,293.26,291.503,287.455,283.538,281.299,280.062,0.01185,96.76,0.02781,279.793,279.753,1
2025-07-15T08:10:00Z,101899.5051,297.15,2.51,0,96.2,0.271,260.1,220.9,5.1,298.092,298.077,297.91,297.645,297.246,296.211,294.587,291.629,287.073,283.311,281.274,280.026,0.01184,96.63,0.02781,279.806,279.758,1
2025-07-15T08:20:00Z,101909.7073,297.15,2.47,0,97,0.273,250.1,225.2,3.6,298.085,298.067,297.864,297.578,297.266,295.904,294.124,291.668,287.418,283.239,281.111,279.916,0.01209,98.27,0.02777,279.697,279.585,1
2025-07-15T08:30:00Z,101930.1117,297.15,2.47,0,97,0.273,250.1,192.5,3.7,298.077,298.066,297.848,297.555,297.303,295.921,294.109,291.677,287.489,283.391,281.153,279.908,0.01201,97.74,0.02779,279.64,279.62,1
2025-07-15T08:40:00Z,101930.7972,297.05,2.43,0,96.7,0.274,247.8,228.2,4.5,298.071,298.062,297.86,297.578,297.329,295.911,293.994,291.747,287.482,282.916,280.825,279.778,0.0121,98.19,0.02779,279.544,279.521,1
2025-07-15T08:50:00Z,101930.1117,297.15,2.43,0,97.3,0.274,247.8,159.8,3.3,298.067,298.047,297.879,297.637,297.356,295.87,293.786,291.603,287.216,282.851,280.828,279.789,0.01205,97.78,0.02779,279.533,279.519,1
2025-07-15T09:00:00Z,101940.9995,297.05,2.46,0,96.7,0.284,250,263,3.8,298.061,298.047,297.947,297.677,297.385,296.147,293.692,291.637,287.075,282.488,280.662,279.833,0.01197,97.26,0.02781,279.596,279.568,1
2025-07-15T09:10:00Z,101940.9995,297.05,2.46,0,97.4,0.284,250,215.2,3.3,298.062,298.045,298.057,297.679,297.407,296.132,293.757,291.824,287.489,282.633,280.762,279.843,0.01196,97.07,0.02779,279.608,279.528,1
2025-07-15T09:20:00Z,101930.7972,297.05,2.52,0,98.1,0.276,257.4,190.7,4,298.059,298.049,297.941,297.666,297.323,295.823,293.614,291.783,287.077,282.325,280.653,279.758,0.01198,97.17,0.0278,279.515,279.497,1
2025-07-15T09:30:00Z,101940.9995,297.05,2.52,0,97.4,0.276,257.4,231.2,3.6,298.059,298.049,297.958,297.687,297.355,296.009,293.748,291.611,286.335,282.027,280.566,279.702,0.01188,96.28,0.02782,279.495,279.475,1
2025-07-15T09:40:00Z,101951.2018,297.05,2.82,0,96.7,0.263,256.5,247,3.1,298.06,298.044,297.931,297.625,297.346,296.04,293.886,291.596,286.761,282.216,280.659,279.79,0.01137,92.19,0.02788,279.547,279.482,1
2025-07-15T09:50:00Z,101961.404,297.05,2.82,1.5,97.3,0.263,256.5,249.5,3.2,298.058,298.04,297.954,297.658,297.39,296,293.598,291.421,285.995,281.937,280.507,279.751,0.01121,90.86,0.02791,279.499,279.466,1
2025-07-15T10:00:00Z,101971.6063,297.05,2.57,4.5,96.6,0.265,249,229.1,2.9,298.055,298.043,298.058,297.662,297.389,295.71,293.356,291.378,286.483,282.074,280.548,279.798,0.01119,90.78,0.0279,279.547,279.498,1
2025-07-15T10:10:00Z,101971.6063,297.05,2.57,10.7,97.5,0.265,249,265.1,3,298.048,298.031,298.067,297.694,297.445,295.882,293.289,290.765,285.719,281.893,280.517,279.743,0.01111,90.12,0.02789,279.526,279.514,1
2025-07-15T10:20:00Z,101971.6063,297.05,2.53,20.7,96.5,0.244,249.9,189,2.8,298.036,298.022,298.067,297.709,297.457,295.852,293.236,290.711,285.755,282.02,280.719,279.964,0.01121,91.26,0.02788,279.645,279.629,1
2025-07-15T10:30:00Z,101981.8086,297.05,2.53,33.5,96.2,0.244,249.9,244.3,3.7,298.026,298.005,297.998,297.727,297.476,295.689,293.089,290.179,285.223,281.82,280.562,279.859,0.01112,90.43,0.02788,279.573,279.59,1
2025-07-15T10:40:00Z,101970.9204,297.15,3.11,51.4,96.3,0.239,236.7,249,3.5,298.025,298.01,297.937,297.688,297.257,294.542,292.166,290.873,287.249,282.87,281.039,280.062,0.01145,93.52,0.02786,279.825,279.777,1
2025-07-15T10:50:00Z,101981.1226,297.15,3.11,69.9,95.3,0.239,236.7,220.6,3.9,298.019,298.001,297.993,297.741,297.443,295.276,292.555,290.451,286.048,282.062,280.755,279.941,0.01129,92.05,0.02787,279.661,279.712,1
2025-07-15T11:00:00Z,101981.1226,297.15,2.88,94.4,96.2,0.245,221.2,214.4,4.1,298.016,298.001,298.006,297.733,297.353,295.131,292.633,291.104,286.319,282.185,280.803,279.964,0.01117,90.83,0.02787,279.65,279.608,1
2025-07-15T11:10:00Z,101992.6973,296.95,2.88,111.7,97.3,0.245,221.2,219.4,3.7,298.008,297.994,298.022,297.742,297.042,295.151,292.44,290.406,285.976,282.117,280.848,279.976,0.01123,91.43,0.02787,279.652,279.663,1
2025-07-15T11:20:00Z,102003.5866,296.85,2.63,145.4,96.9,0.243,219.3,213.3,4.2,298.003,297.993,298.035,297.745,297.232,295.356,292.928,290.34,286.01,282.14,280.977,280.075,0.01145,93.72,0.02785,279.828,279.859,1
2025-07-15T11:30:00Z,101994.7595,296.65,2.63,167.4,96.7,0.243,219.3,188.8,3.9,298.009,297.989,298.029,297.737,296.286,295.034,292.845,290.602,285.913,282.095,280.995,280.205,0.01149,93.9,0.02785,279.914,279.782,1
2025-07-15T11:40:00Z,101994.7595,296.65,2.32,189.4,96.6,0.234,210.5,200.6,3.9,297.989,297.973,298.031,297.843,297.435,295.297,293.245,290.891,285.411,281.848,280.906,280.184,0.01149,94.01,0.02785,279.893,279.851,1
2025-07-15T11:50:00Z,101984.5569,296.65,2.32,208,96.6,0.234,210.5,198.1,3.5,297.986,297.972,298.027,297.884,297.395,295.255,293.189,290.602,285.285,281.881,280.989,280.283,0.01152,94.47,0.02784,280.036,279.951,1
2025-07-15T12:00:00Z,101964.1518,296.65,2.27,243.4,95.2,0.235,207.4,213,3.5,297.99,297.977,298.031,297.924,297.542,295.233,293.181,289.562,283.712,281.59,280.878,280.236,0.01149,94.17,0.02785,279.967,279.918,1
2025-07-15T12:10:00Z,101973.6667,296.75,2.27,271.8,94.7,0.235,207.4,219.4,3.4,297.994,297.978,298.034,297.954,297.562,295.319,293.163,290.94,285.49,281.906,281.059,280.368,0.01148,94.44,0.02783,280.152,280.068,1
2025-07-15T12:20:00Z,101983.1818,296.85,2.12,304.3,96.2,0.233,199.7,208.9,3.6,298.02,298.003,298.053,297.942,297.666,295.449,293.206,290.321,283.897,281.56,280.889,280.276,0.01149,94.28,0.02785,279.989,279.974,1
2025-07-15T12:30:00Z,101983.1818,296.85,2.12,322.6,96.3,0.233,199.7,196.4,3.5,298.046,298.024,298.063,297.958,297.689,295.51,292.589,289.857,284.261,281.642,280.896,280.294,0.01149,94.32,0.02785,279.999,279.973,1
2025-07-15T12:40:00Z,101983.8691,296.75,2.29,348.6,96.2,0.223,203.7,220.6,4.3,298.073,298.037,298.07,297.947,297.487,295.346,292.756,290.354,284.364,281.689,281.008,280.36,0.01147,94.37,0.02784,280.126,280.053,1
2025-07-15T12:50:00Z,101972.9794,296.85,2.29,377,94.9,0.223,203.7,199.1,3.8,298.101,298.068,298.106,297.901,296.434,294.597,292.259,289.982,285.927,282.067,281.079,280.341,0.01147,94.36,0.02784,280.044,280.051,1
2025-07-15T13:00:00Z,101983.1818,296.85,2.49,402.4,95.4,0.217,200.2,194.9,3.2,298.124,298.087,298.12,297.93,297.648,295.304,292.656,289.796,285.003,281.799,280.853,280.232,0.01147,94.14,0.02786,279.941,279.96,1
2025-07-15T13:10:00Z,101983.1818,296.85,2.49,427.4,94.7,0.217,200.2,220.2,3.1,298.151,298.102,298.135,297.956,297.44,294.948,292.633,289.663,284.128,281.611,280.941,280.203,0.01141,93.26,0.02786,279.869,279.808,1
2025-07-15T13:20:00Z,101982.4949,296.95,2.41,453.2,94.5,0.208,202.4,208.9,3.2,298.171,298.124,298.149,297.961,297.648,295.724,292.375,288.908,284.714,281.705,280.971,280.181,0.01136,92.78,0.02787,279.785,279.782,1
2025-07-15T13:30:00Z,101991.3248,297.15,2.41,479.3,94.6,0.208,202.4,0,0,298.198,298.153,298.16,297.912,296.38,295.14,292.625,289.573,285.061,281.84,281.115,280.414,0.01141,94,0.02783,280.102,280.117,1
2025-07-15T13:40:00Z,102000.8414,297.25,2.22,505.6,93.7,0.2,208,294.3,1.2,298.218,298.165,298.184,297.971,297.335,295.331,292.576,288.47,284.072,281.676,281.07,280.438,0.01142,94.05,0.02784,280.198,280.105,1
2025-07-15T13:50:00Z,102001.527,297.15,2.22,528.8,93.8,0.2,208,211.7,2.8,298.22,298.161,298.143,297.946,296.769,295.484,292.75,288.886,283.871,281.621,281.072,280.485,0.01142,94.1,0.02784,280.196,280.133,1
2025-07-15T14:00:00Z,101990.6393,297.25,2.3,551.9,93.2,0.192,212.4,211.8,2.4,298.187,298.125,298.114,297.99,296.958,295.672,292.601,288.605,283.68,281.6,281.062,280.429,0.01142,93.97,0.02784,280.103,280.057,1
2025-07-15T14:10:00Z,102009.6736,297.45,2.3,572,93.5,0.192,212.4,270.8,1.3,298.207,298.146,298.091,297.949,296.656,295.578,292.548,289.69,283.782,281.611,281.018,280.306,0.01146,94.13,0.02784,280.1,280.007,1
2025-07-15T14:20:00Z,102009.6736,297.45,2.42,596.3,92.3,0.202,195.2,283.5,1.1,298.227,298.178,298.095,297.935,296.622,295.153,292.379,289.966,284.063,281.609,280.986,280.3,0.01148,94.16,0.02784,279.952,279.927,1
2025-07-15T14:30:00Z,102019.8756,297.45,2.42,615.6,93.3,0.202,195.2,286.2,2.3,298.221,298.163,298.158,297.946,296.72,295.681,292.74,289.323,283.558,281.55,280.95,280.283,0.01148,93.92,0.02786,279.883,279.859,1
2025-07-15T14:40:00Z,101999.4716,297.45,2.24,633.1,94.1,0.175,211.6,289.1,2.5,298.225,298.163,298.158,297.895,296.667,295.141,292.726,290.094,283.937,281.611,280.969,280.34,0.01146,93.8,0.02785,279.984,279.86,1
